2;0;0;1;1;0;0;0;0;0;0.41796875
1312;0;0;656;656;0;0;0;0;0;387.94140625
60;0;0;30;30;0;0;0;0;0;42.3134765625
30336;0;0;15168;15168;0;0;0;0;0;80797.5546875
37108;0;0;18554;18554;0;0;0;0;0;98367.2587890625
33960;0;0;16980;16980;0;0;0;0;0;90090.5283203125
6178;0;0;3089;3089;0;0;0;0;0;16886.8017578125
1768;0;0;884;884;0;0;0;0;0;578.5625
2;0;0;1;1;0;0;0;0;0;13.1298828125
2;0;0;1;1;0;0;0;0;0;0.2236328125
31304;0;0;15652;15652;0;0;0;0;0;86014.4921875
2;0;0;0;0;0;0;0;0;0.17578125;0
13902;0;0;6951;6951;0;0;0;0;0;37046.4873046875
22326;0;0;11163;11163;0;0;0;0;0;56529.6669921875
40494;0;0;20247;20247;0;0;0;0;0;108631.4794921875
634;0;0;317;317;0;0;0;0;0;372.921875
8;0;0;0;0;0;0;0;0;0.703125;0
62;0;2;30;31;0;0;1;0;0;101.4306640625
4;0;0;2;2;0;0;0;0;0;0.40234375
44520;0;0;22260;22260;0;0;0;0;0;120199.5166015625
14944;0;0;7472;7472;0;0;0;0;0;39486.2294921875
96;0;0;48;48;0;0;0;0;0;487.75390625
4;0;0;0;0;0;0;0;0;0.115234375;0
2;0;0;1;1;0;0;0;0;0;23.5654296875
28362;0;0;14181;14181;0;0;0;0;0;71308.05859375
4;0;0;2;2;0;0;0;0;0;0.40234375
41130;20;0;20555;20555;0;0;0;0;0;107197.443359375
6;0;0;0;0;0;0;0;0;0.28125;0
4;0;0;2;2;0;0;0;0;0;0.447265625
2;0;0;0;0;0;0;0;0;0.0673828125;0
4;0;0;2;2;0;0;0;0;0;0.40234375
4;0;0;2;2;0;0;0;0;0;0.3935546875
7514;0;0;3757;3757;0;0;0;0;0;20515.7978515625
4;0;0;2;2;0;0;0;0;0;0.576171875
48176;0;0;24088;24088;0;0;0;0;0;129260.6044921875
24782;0;0;12391;12391;0;0;0;0;0;64891.5947265625
36668;0;0;18334;18334;0;0;0;0;0;89366.330078125
4;0;0;0;0;0;0;0;0;0.1328125;0
14618;0;0;7309;7309;0;0;0;0;0;38850.5361328125
4;0;0;2;2;0;0;0;0;0;0.40234375
50;0;2;24;25;0;0;0;0;0;63.326171875
4;0;0;0;0;0;0;0;0;0.0576171875;0
4;0;0;2;2;0;0;0;0;0;0.5107421875
4;0;0;2;2;0;0;0;0;0;0.40234375
4;0;0;2;2;0;0;0;0;0;0.7236328125
1;0;0;0;0;0;0;0;0;0;0
1076;0;0;538;538;0;0;0;0;0;347.810546875
4;0;0;2;2;0;0;0;0;0;0.4326171875
2;0;0;1;1;0;0;0;0;0;12.44140625
29960;0;0;14980;14980;0;0;0;0;0;79939.607421875
8;0;0;0;0;2;2;0;0;0.203125;0
10;0;0;5;5;0;0;0;0;0;0.9072265625
16;0;0;0;0;4;4;0;0;0.470703125;0
35242;0;0;17621;17621;0;0;0;0;0;93097.359375
1;0;0;0;0;0;0;0;0;0;0
2;0;0;1;1;0;0;0;0;0;0.056640625
10688;0;0;5344;5344;0;0;0;0;0;28714.927734375
1000;0;0;500;500;0;0;0;0;0;429.330078125
2;0;0;0;0;0;0;0;0;0.0673828125;0
2;0;0;0;0;0;0;0;0;0.0673828125;0
4;0;0;2;2;0;0;0;0;0;0.51953125
8;0;0;4;4;0;0;0;0;0;0.89453125
16164;0;0;8082;8082;0;0;0;0;0;44400.982421875
2;0;0;0;0;0;0;0;0;0.0673828125;0
2;0;0;1;1;0;0;0;0;0;0.2470703125
4;0;0;0;0;0;0;0;0;0.134765625;0
12;0;0;6;6;0;0;0;0;0;1.166015625
4;0;0;2;2;0;0;0;0;0;0.36328125
34724;0;0;17362;17362;0;0;0;0;0;88936.9296875
4;0;0;2;2;0;0;0;0;0;0.4091796875
1732;0;0;866;866;0;0;0;0;0;524.6591796875
430;0;0;215;215;0;0;0;0;0;153.76171875
68;0;4;32;34;0;0;2;0;0;525.5654296875
4;0;0;2;2;0;0;0;0;0;0.3974609375
7254;0;0;3627;3627;0;0;0;0;0;20106.775390625
39130;20;0;19555;19555;0;0;0;0;0;104249.7333984375
9876;0;0;4938;4938;0;0;0;0;0;27312.083984375
10794;0;0;5397;5397;0;0;0;0;0;29929.5400390625
1;0;0;0;0;0;0;0;0;0;0
2;0;0;1;1;0;0;0;0;0;0.353515625
28882;0;0;14441;14441;0;0;0;0;0;76113.662109375
4;0;0;2;2;0;0;0;0;0;0.5126953125
6;0;0;3;3;0;0;0;0;0;0.9912109375
40678;0;0;20339;20339;0;0;0;0;0;108335.7255859375
1500;0;0;750;750;0;0;0;0;0;625.650390625
38366;20;0;19173;19173;0;0;0;0;0;103128.9775390625
654;0;0;327;327;0;0;0;0;0;261.5068359375
2;0;0;0;0;0;0;0;0;0.2041015625;0
6;0;0;0;0;0;0;0;0;0.28125;0
34082;0;0;17041;17041;0;0;0;0;0;89899.6259765625
40;0;0;0;0;10;10;0;0;1.3349609375;0
19530;0;0;9765;9765;0;0;0;0;0;51259.587890625
10;0;0;0;0;0;0;0;0;0.283203125;0
2;0;0;0;0;0;0;0;0;0.0673828125;0
4;0;0;2;2;0;0;0;0;0;0.123046875
128;0;8;48;52;6;6;4;0;0.73828125;374.8046875
4418;0;2;2186;2209;0;0;0;0;0;1729.98828125
1;0;0;0;0;0;0;0;0;0;0
15518;0;0;7759;7759;0;0;0;0;0;40721.5390625
48;0;0;0;0;12;12;0;0;1.607421875;0
8;0;0;0;0;0;0;0;0;0.115234375;0
2786;0;2;1392;1393;0;0;1;0;0;976.5087890625
2;0;0;1;1;0;0;0;0;0;0.2236328125
880;0;0;440;440;0;0;0;0;0;473.234375
35936;0;0;17968;17968;0;0;0;0;0;92974.6025390625
2;0;0;0;0;0;0;0;0;0.0673828125;0
18506;0;4;9251;9253;0;0;0;0;0;50744.8662109375
1704;0;0;852;852;0;0;0;0;0;618.2734375
8;0;0;0;0;2;2;0;0;0.28515625;0
8;0;0;0;0;0;0;0;0;0.703125;0
1750;0;0;875;875;0;0;0;0;0;841.23046875
15830;0;0;7915;7915;0;0;0;0;0;43699.3466796875
3906;0;0;1953;1953;0;0;0;0;0;10337.8251953125
12;0;0;6;6;0;0;0;0;0;2.9833984375
8;0;0;0;0;2;2;0;0;0.1953125;0
1092;0;0;546;546;0;0;0;0;0;640.25
44;0;2;21;22;0;0;0;0;0;59.61328125
14;0;5;3;7;0;0;0;0;0;235.0927734375
4;0;0;2;2;0;0;0;0;0;0.447265625
2;0;0;1;1;0;0;0;0;0;0.2236328125
2;0;0;0;0;0;0;0;0;0.0673828125;0
4;0;0;0;0;0;0;0;0;0.134765625;0
11374;0;0;5687;5687;0;0;0;0;0;30503.146484375
6;0;2;2;3;0;0;0;0;0;56.0439453125
4;0;0;2;2;0;0;0;0;0;0.3935546875
10428;0;0;5214;5214;0;0;0;0;0;28369.1708984375
4;0;0;2;2;0;0;0;0;0;0.279296875
6;0;0;3;3;0;0;0;0;0;0.4384765625
10;0;0;5;5;0;0;0;0;0;1.4453125
2;0;0;1;1;0;0;0;0;0;0.3310546875
2;0;0;1;1;0;0;0;0;0;0.2236328125
4;0;0;2;2;0;0;0;0;0;0.39453125
4;0;0;2;2;0;0;0;0;0;0.388671875
2464;0;0;1232;1232;0;0;0;0;0;3980.990234375
17988;0;0;8994;8994;0;0;0;0;0;49428.939453125
748;0;0;374;374;0;0;0;0;0;659.373046875
138;0;0;0;0;35;34;0;0;5.5966796875;0
8;0;0;0;0;2;2;0;0;0.203125;0
2;0;0;0;0;0;0;0;0;0.0673828125;0
12;0;0;0;0;3;3;0;0;0.4755859375;0
654;0;0;327;327;0;0;0;0;0;362.89453125
8;0;0;4;4;0;0;0;0;0;1.025390625
1772;0;2;885;886;0;0;0;0;0;807.65234375
4;0;0;0;0;0;0;0;0;0.134765625;0
4;0;0;2;2;0;0;0;0;0;0.27734375
43668;0;0;21834;21834;0;0;0;0;0;117613.3642578125
2;0;0;1;1;0;0;0;0;0;0.48828125
4;0;0;2;2;0;0;0;0;0;18.8330078125
36080;0;0;18040;18040;0;0;0;0;0;97058.9521484375
5870;0;0;2935;2935;0;0;0;0;0;15729.3974609375
28982;0;0;14491;14491;0;0;0;0;0;79633.1923828125
4;0;0;2;2;0;0;0;0;0;0.6220703125
14950;0;0;7475;7475;0;0;0;0;0;39931.5419921875
378;0;0;189;189;0;0;0;0;0;191.4736328125
8;0;0;4;4;0;0;0;0;0;0.81640625
2652;0;0;1326;1326;0;0;0;0;0;848.2666015625
2;0;0;0;0;0;0;0;0;0.0673828125;0
4774;0;0;2387;2387;0;0;0;0;0;12722.333984375
1884;0;0;942;942;0;0;0;0;0;1005.486328125
36;0;0;0;0;8;10;0;0;1.1943359375;0
26800;0;0;13400;13400;0;0;0;0;0;72049.68359375
6342;0;0;3171;3171;0;0;0;0;0;17553.6123046875
2;0;0;1;1;0;0;0;0;0;0.2236328125
4;0;0;2;2;0;0;0;0;0;0.5888671875
6942;0;0;3471;3471;0;0;0;0;0;19218.1591796875
2;0;0;1;1;0;0;0;0;0;0.2236328125
40802;0;0;20401;20401;0;0;0;0;0;109801.1708984375
37296;0;0;18648;18648;0;0;0;0;0;95325.0205078125
8;0;0;0;0;2;2;0;0;0.1953125;0
35140;0;0;17570;17570;0;0;0;0;0;89915.0966796875
6;0;0;0;0;0;0;0;0;0.228515625;0
3954;0;0;1977;1977;0;0;0;0;0;1472.6015625
2;0;0;1;1;0;0;0;0;0;0.2314453125
10;0;0;5;5;0;0;0;0;0;2.224609375
514;0;0;257;257;0;0;0;0;0;79.5556640625
41102;0;0;20551;20551;0;0;0;0;0;110913.7607421875
7854;0;0;3927;3927;0;0;0;0;0;21534.4326171875
4;0;0;2;2;0;0;0;0;0;0.333984375
8;0;0;0;0;2;2;0;0;0.1953125;0
1;0;0;0;0;0;0;0;0;0;0
1378;0;0;689;689;0;0;0;0;0;374.068359375
8;0;0;0;0;0;0;0;0;0.703125;0
1;0;0;0;0;0;0;0;0;0;0
2;0;0;0;0;0;0;0;0;0.0673828125;0
1710;0;0;855;855;0;0;0;0;0;535.41015625
5972;0;0;2986;2986;0;0;0;0;0;16231.111328125
26;0;0;13;13;0;0;0;0;0;2.9072265625
2;0;0;0;0;0;0;0;0;0.123046875;0
6;0;0;0;0;0;0;0;0;0.228515625;0
6;0;0;0;0;0;0;0;0;0.52734375;0
3340;0;0;1670;1670;0;0;0;0;0;1377.3095703125
708;0;0;354;354;0;0;0;0;0;205.0078125
8;0;0;0;0;2;2;0;0;0.203125;0
4;0;2;0;2;0;0;0;0;0;57.03125
752;0;0;376;376;0;0;0;0;0;130.55078125
8;0;0;0;0;2;2;0;0;0.203125;0
2;0;0;1;1;0;0;0;0;0;0.333984375
2052;0;0;1026;1026;0;0;0;0;0;847.1748046875
2;0;0;0;0;0;0;0;0;0.076171875;0
2178;0;0;1089;1089;0;0;0;0;0;5779.2783203125
974;0;0;487;487;0;0;0;0;0;413.7861328125
5146;0;0;2573;2573;0;0;0;0;0;13908.6376953125
1744;0;0;872;872;0;0;0;0;0;917.3349609375
328;0;0;164;164;0;0;0;0;0;132.3251953125
1992;0;0;996;996;0;0;0;0;0;820.7841796875
2310;0;0;1155;1155;0;0;0;0;0;1275.2041015625
1154;0;0;577;577;0;0;0;0;0;678.1416015625
38316;0;0;19158;19158;0;0;0;0;0;96546.6201171875
4;0;0;2;2;0;0;0;0;0;2.7021484375
40908;0;0;20454;20454;0;0;0;0;0;103462.900390625
1;0;0;0;0;0;0;0;0;0;0
8;0;0;0;0;2;2;0;0;0.2421875;0
6;0;0;0;0;0;0;0;0;0.228515625;0
11052;0;0;5526;5526;0;0;0;0;0;30369.615234375
4;0;0;2;2;0;0;0;0;0;16.1162109375
18;0;0;9;9;0;0;0;0;0;11.640625
134;0;4;65;67;0;0;0;0;0;128.2919921875
2;0;0;1;1;0;0;0;0;0;0.05078125
8;0;0;3;4;0;0;0;0;0;1.1962890625
2;0;0;0;0;0;0;0;0;0.0673828125;0
15106;0;0;7553;7553;0;0;0;0;0;40376.0283203125
8;0;0;4;4;0;0;0;0;0;0.443359375
2;0;0;0;0;0;0;0;0;0.0673828125;0
866;0;0;433;433;0;0;0;0;0;463.9990234375
4;0;0;2;2;0;0;0;0;0;0.2216796875
4;0;0;0;0;0;0;0;0;0.109375;0
4;0;0;2;2;0;0;0;0;0;0.2216796875
42004;0;0;21002;21002;0;0;0;0;0;108610.1689453125
4;0;0;0;0;0;0;0;0;0.134765625;0
10982;0;0;5491;5491;0;0;0;0;0;30171.9912109375
2;0;0;1;1;0;0;0;0;0;0.353515625
8;0;0;0;0;2;2;0;0;0.4580078125;0
54;0;0;0;0;10;17;0;0;1.9677734375;0
6;0;0;0;0;0;0;0;0;0.228515625;0
6;0;0;0;0;0;0;0;0;0.52734375;0
2;0;0;1;1;0;0;0;0;0;0.2236328125
21588;0;0;10794;10794;0;0;0;0;0;58831.013671875
2;0;0;0;0;0;0;0;0;0.0673828125;0
788;0;0;394;394;0;0;0;0;0;209.255859375
14700;0;0;7350;7350;0;0;0;0;0;39460.728515625
4;0;0;2;2;0;0;0;0;0;0.5107421875
2;0;0;0;0;0;0;0;0;0.0673828125;0
1256;0;0;628;628;0;0;0;0;0;230.5224609375
1;0;0;0;0;0;0;0;0;0;0
16;0;0;8;8;0;0;0;0;0;2.6708984375
5772;0;0;2886;2886;0;0;0;0;0;15623.541015625
4;0;0;2;2;0;0;0;0;0;0.6220703125
12476;0;0;6238;6238;0;0;0;0;0;32553.341796875
1900;0;0;950;950;0;0;0;0;0;5459.4658203125
2;0;0;1;1;0;0;0;0;0;0.310546875
1;0;0;0;0;0;0;0;0;0;0
