44990;0;0;22495;22495;0;121676.6162109375 0;0;0;0;1
2;0;0;0;0;0.0673828125;0 0;0;0;0;1
4;0;0;2;2;0;0.51171875 0;0;0;0;1
44700;0;0;22350;22350;0;119999.283203125 0;0;0;0;1
1124;0;0;562;562;0;1573.1982421875 0;0;0;0;1
4;0;0;2;2;0;0.3916015625 0;0;0;0;1
8;0;0;4;4;0;0.7216796875 0;0;0;0;1
138;0;0;69;69;0;81.056640625 0;0;0;0;1
2;0;0;1;1;0;0.2314453125 0;0;0;0;1
24;0;0;0;0;1.16015625;0 0;0;0;0;1
2;0;0;0;0;0.2060546875;0 0;0;0;0;1
43132;0;0;21566;21566;0;110809.0927734375 0;0;0;0;1
1040;0;0;520;520;0;615.482421875 0;0;0;0;1
4;0;0;0;0;0.123046875;0 0;0;0;0;1
13620;0;0;6810;6810;0;37469.353515625 0;0;0;0;1
8;0;0;0;0;0.1953125;0 0;0;0;0;1
1;0;0;0;0;0;0 0;0;0;0;1
8;0;0;0;0;0.265625;0 0;0;0;0;1
5902;0;0;2951;2951;0;15954.4052734375 0;0;0;0;1
8;0;0;0;0;0.703125;0 0;0;0;0;1
8;0;0;0;0;0.263671875;0 0;0;0;0;1
8;0;0;0;0;0.279296875;0 0;0;0;0;1
16;0;0;0;0;0.546875;0 0;0;0;0;1
23488;0;0;11744;11744;0;62184.8701171875 0;0;0;0;1
778;0;0;389;389;0;378.5966796875 0;0;0;0;1
8;0;0;0;0;0.2548828125;0 0;0;0;0;1
2;0;0;0;0;0.0673828125;0 0;0;0;0;1
86;0;2;42;43;0;63.8359375 0;0;0;0;1
43854;0;0;21927;21927;0;118006.7177734375 0;0;0;0;1
2;0;0;0;0;0.0673828125;0 0;0;0;0;1
2;0;0;1;1;0;0.2236328125 0;0;0;0;1
2898;0;0;1449;1449;0;7931.7353515625 0;0;0;0;1
6;0;0;0;0;0.1171875;0 0;0;0;0;1
1416;0;0;708;708;0;515.072265625 0;0;0;0;1
40674;0;0;20337;20337;0;111750.1962890625 0;0;0;0;1
4;0;0;2;2;0;0.60546875 0;0;0;0;1
4;0;0;2;2;0;0.40234375 0;0;0;0;1
2;0;0;1;1;0;0.2314453125 0;0;0;0;1
4;0;0;0;0;0.072265625;0 0;0;0;0;1
2;0;0;0;0;0.0673828125;0 0;0;0;0;1
2220;0;0;1110;1110;0;576.8857421875 0;0;0;0;1
29686;0;0;14843;14843;0;81546.970703125 0;0;0;0;1
31510;0;0;15755;15755;0;86543.6513671875 0;0;0;0;1
4;0;0;2;2;0;0.2216796875 0;0;0;0;1
4;0;0;2;2;0;0.505859375 0;0;0;0;1
4;0;0;2;2;0;0.421875 0;0;0;0;1
2138;0;0;1069;1069;0;1264.083984375 0;0;0;0;1
40486;0;0;20243;20243;0;107422.828125 0;0;0;0;1
6194;0;0;3097;3097;0;16651.3447265625 0;0;0;0;1
2;0;0;0;0;0.0673828125;0 0;0;0;0;1
4138;0;0;2069;2069;0;11486.7314453125 0;0;0;0;1
5972;0;0;2986;2986;0;15896.115234375 0;0;0;0;1
1322;0;0;661;661;0;538.2451171875 0;0;0;0;1
8220;0;0;4110;4110;0;22397.810546875 0;0;0;0;1
6;0;2;2;3;0;54.95703125 0;0;0;0;1
2;0;0;1;1;0;0.310546875 0;0;0;0;1
1982;0;0;991;991;0;1144.3359375 0;0;0;0;1
2;0;0;0;0;0.0673828125;0 0;0;0;0;1
4;0;0;0;0;0.123046875;0 0;0;0;0;1
2;0;0;0;0;0.0673828125;0 0;0;0;0;1
2;0;0;0;0;0.17578125;0 0;0;0;0;1
4;0;0;2;2;0;0.3779296875 0;0;0;0;1
8;0;0;4;4;0;0.658203125 0;0;0;0;1
8;0;0;0;0;0.1953125;0 0;0;0;0;1
24852;0;0;12426;12426;0;64184.69921875 0;0;0;0;1
1714;0;0;857;857;0;964.4384765625 0;0;0;0;1
46;0;10;16;23;0;286.806640625 0;0;0;0;1
4;0;0;0;0;0.1435546875;0 0;0;0;0;1
4;0;0;2;2;0;0.5126953125 0;0;0;0;1
50;0;2;24;25;0;60.3505859375 0;0;0;0;1
2;0;0;0;0;0.0673828125;0 0;0;0;0;1
34;0;0;17;17;0;10.11328125 0;0;0;0;1
36340;0;0;18170;18170;0;93584.0439453125 0;0;0;0;1
