2;0;0;1;1;0;0.41796875 0;0;0;0;1
1312;0;0;656;656;0;387.94140625 0;0;0;0;1
60;0;0;30;30;0;42.3134765625 0;0;0;0;1
30336;0;0;15168;15168;0;80797.5546875 0;0;0;0;1
37108;0;0;18554;18554;0;98367.2587890625 0;0;0;0;1
33960;0;0;16980;16980;0;90090.5283203125 0;0;0;0;1
6178;0;0;3089;3089;0;16886.8017578125 0;0;0;0;1
1768;0;0;884;884;0;578.5625 0;0;0;0;1
2;0;0;1;1;0;13.1298828125 0;0;0;0;1
2;0;0;1;1;0;0.2236328125 0;0;0;0;1
31304;0;0;15652;15652;0;86014.4921875 0;0;0;0;1
2;0;0;0;0;0.17578125;0 0;0;0;0;1
13902;0;0;6951;6951;0;37046.4873046875 0;0;0;0;1
22326;0;0;11163;11163;0;56529.6669921875 0;0;0;0;1
40494;0;0;20247;20247;0;108631.4794921875 0;0;0;0;1
634;0;0;317;317;0;372.921875 0;0;0;0;1
8;0;0;0;0;0.703125;0 0;0;0;0;1
62;0;2;30;31;0;101.4306640625 0;0;0;0;1
4;0;0;2;2;0;0.40234375 0;0;0;0;1
44520;0;0;22260;22260;0;120199.5166015625 0;0;0;0;1
14944;0;0;7472;7472;0;39486.2294921875 0;0;0;0;1
96;0;0;48;48;0;487.75390625 0;0;0;0;1
4;0;0;0;0;0.115234375;0 0;0;0;0;1
2;0;0;1;1;0;23.5654296875 0;0;0;0;1
28362;0;0;14181;14181;0;71308.05859375 0;0;0;0;1
4;0;0;2;2;0;0.40234375 0;0;0;0;1
41130;20;0;20555;20555;0;107197.443359375 0;0;0;0;1
6;0;0;0;0;0.28125;0 0;0;0;0;1
4;0;0;2;2;0;0.447265625 0;0;0;0;1
2;0;0;0;0;0.0673828125;0 0;0;0;0;1
4;0;0;2;2;0;0.40234375 0;0;0;0;1
4;0;0;2;2;0;0.3935546875 0;0;0;0;1
7514;0;0;3757;3757;0;20515.7978515625 0;0;0;0;1
4;0;0;2;2;0;0.576171875 0;0;0;0;1
48176;0;0;24088;24088;0;129260.6044921875 0;0;0;0;1
24782;0;0;12391;12391;0;64891.5947265625 0;0;0;0;1
36668;0;0;18334;18334;0;89366.330078125 0;0;0;0;1
4;0;0;0;0;0.1328125;0 0;0;0;0;1
14618;0;0;7309;7309;0;38850.5361328125 0;0;0;0;1
4;0;0;2;2;0;0.40234375 0;0;0;0;1
50;0;2;24;25;0;63.326171875 0;0;0;0;1
4;0;0;0;0;0.0576171875;0 0;0;0;0;1
4;0;0;2;2;0;0.5107421875 0;0;0;0;1
4;0;0;2;2;0;0.40234375 0;0;0;0;1
4;0;0;2;2;0;0.7236328125 0;0;0;0;1
1;0;0;0;0;0;0 0;0;0;0;1
1076;0;0;538;538;0;347.810546875 0;0;0;0;1
4;0;0;2;2;0;0.4326171875 0;0;0;0;1
2;0;0;1;1;0;12.44140625 0;0;0;0;1
29960;0;0;14980;14980;0;79939.607421875 0;0;0;0;1
8;0;0;0;0;0.203125;0 0;0;0;0;1
10;0;0;5;5;0;0.9072265625 0;0;0;0;1
16;0;0;0;0;0.470703125;0 0;0;0;0;1
35242;0;0;17621;17621;0;93097.359375 0;0;0;0;1
1;0;0;0;0;0;0 0;0;0;0;1
2;0;0;1;1;0;0.056640625 0;0;0;0;1
10688;0;0;5344;5344;0;28714.927734375 0;0;0;0;1
1000;0;0;500;500;0;429.330078125 0;0;0;0;1
2;0;0;0;0;0.0673828125;0 0;0;0;0;1
2;0;0;0;0;0.0673828125;0 0;0;0;0;1
4;0;0;2;2;0;0.51953125 0;0;0;0;1
8;0;0;4;4;0;0.89453125 0;0;0;0;1
16164;0;0;8082;8082;0;44400.982421875 0;0;0;0;1
2;0;0;0;0;0.0673828125;0 0;0;0;0;1
2;0;0;1;1;0;0.2470703125 0;0;0;0;1
4;0;0;0;0;0.134765625;0 0;0;0;0;1
12;0;0;6;6;0;1.166015625 0;0;0;0;1
4;0;0;2;2;0;0.36328125 0;0;0;0;1
34724;0;0;17362;17362;0;88936.9296875 0;0;0;0;1
4;0;0;2;2;0;0.4091796875 0;0;0;0;1
1732;0;0;866;866;0;524.6591796875 0;0;0;0;1
430;0;0;215;215;0;153.76171875 0;0;0;0;1
68;0;4;32;34;0;525.5654296875 0;0;0;0;1
4;0;0;2;2;0;0.3974609375 0;0;0;0;1
7254;0;0;3627;3627;0;20106.775390625 0;0;0;0;1
39130;20;0;19555;19555;0;104249.7333984375 0;0;0;0;1
9876;0;0;4938;4938;0;27312.083984375 0;0;0;0;1
10794;0;0;5397;5397;0;29929.5400390625 0;0;0;0;1
1;0;0;0;0;0;0 0;0;0;0;1
2;0;0;1;1;0;0.353515625 0;0;0;0;1
28882;0;0;14441;14441;0;76113.662109375 0;0;0;0;1
4;0;0;2;2;0;0.5126953125 0;0;0;0;1
6;0;0;3;3;0;0.9912109375 0;0;0;0;1
40678;0;0;20339;20339;0;108335.7255859375 0;0;0;0;1
1500;0;0;750;750;0;625.650390625 0;0;0;0;1
38366;20;0;19173;19173;0;103128.9775390625 0;0;0;0;1
